DAVCNA_ST;MATICNA_ST;OSA_ID;NAZIV;NASLOV;KRAJ;POSTNA_ST;regija;SKD_SIFRA;DEJAVNOST;DEJAVNOST ŠTEVILKA;SKIS;VELIKOST_SUBJEKTA;ST_ZAPOSLENIH;ST_ZAPOSLENIH<10;ST_ZAPOSLENIH_MED_10_IN_30;ST_ZAPOSLENIH MED 30 IN 100;ST_ZAPOSLENIH NAD 100;AKTUALNO_LETO;SCENARIJ;DATUM_UVOZA;Prihodki 2018; Prihodki 2017 ;Dobi?ek 2018;Dobi?ek 2017;Osnovna sredstva 2018;Osnovna sredstva 2017;Prejemki iz javnih sredstev 2018;Prejemki iz javnih sredstev 2017;Razlika v prihodkih 2018 ;Razlika v prihodkih 2017;Prihodki 2016;KOMENATR;Prihodki 2015;KOMENTAR1;Dobi?ek 2016;KOMENTAR2;Dobi?ek 2015;KOMENTAR3;Osnovna sredstva 2016;Osnovna sredstva 2015
24505927;2138344;68212435;RCD d.o.o.;Ulica bratov Babnik 10;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;275.703;276.218;15.134;28.757;174919,44;248700,96;134.242,44;122.447,27;141.460,20;153.770,48;252401;252401;237684;237684;1371;1371;-23975;22504;53082,05;44769,61
57546061;6687059;69129916;REMEDIA d.o.o.;Hruševska cesta 6 A;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;2;30.05.2019;240.973;254.458;36.799;28.054;63861,61;57500,24;190.221,14;204.180,43;50.752,11;50.278,04;11520;11520;1300;1300;9623;9623;288;15977;96396,5;95250
24441287;6086497;68969818;LILIMED, d.o.o.;Breg 6 A;Majšperk;2322;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;192.714;185.331;37.881;35.769;77015,78;76945,37;142.960,80;152.260,23;49.753,24;33.070,51;187089;187089;186194;186194;31811;31811;22504;126887;238625,41;241548
17770700;6137032;68967802;GALENIA, d.o.o.;?u?kova ulica 17;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;213.186;221.786;19.090;14.961;47912,13;43007,64;163.716,55;172.710,27;49.469,78;49.076,06;219496;219496;218320;218320;7909;7909;5365;26071;74668,65;58861,87
28977114;6109446;68956348;SAVA MED, d.o.o.;Cesta k Dravi 8;Spodnji Duplek;2241;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;230.711;232.386;7.169;32.297;40737,54;55233,89;182.867,09;193.526,91;47.844,39;38.858,78;257619;257619;250167;250167;30380;30380;23827;10846;54526,11;62256,31
97474967;3055191;68170978;IVAN URBANC, s.p.;Florjan 165 C;Šoštanj;3325;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.14100;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;248.073;235.693;47.951;50.560;183300,69;198141,51;201.557,10;190.994,77;46.515,88;44.698,10;211750;211750;203250;203250;56568;56568;58347;12164;83049,23;63247
76688364;3301052;68454333;AMBULANTA VITA d.o.o.;Blejska cesta 10;Trži?;4290;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2;DA;NE;NE;NE;2018;1;30.05.2019;256.803;245.400;216.942;198.559;310671,82;302614,11;210.983,06;203.672,74;45.819,64;41.726,91;241509;241509;232489;232489;185425;185425;218204;50078;1635531;1510417
55655114;5623979;45027556;EVA d.o.o.;Pleterje 24;Zdole;8272;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;243.353;263.941;854;777;64778,31;66840,92;197.595,44;236.140,19;45.757,30;27.800,87;261574;261574;235996;235996;15170;15170;8387;23116;78042,61;68322
36095800;3299708;68707178;ORDINIJA d.o.o.;Pod hribom 12;Šentilj v Slovenskih goricah;2212;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;268.169;240.525;139.768;123.789;163882;143270,2;222.569,81;204.852,24;45.599,38;35.673,09;270122;270122;260637;260637;109537;109537;90147;56073;586468;574531
45795975;3581411;68883468;MEDIKUS, d.o.o.;Cesta k Dravi 8;Spodnji Duplek;2241;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2;DA;NE;NE;NE;2018;1;30.05.2019;179.865;163.875;8.584;4.940;49228,97;35672,77;134.591,37;124.211,34;45.273,64;39.663,47;162139;162139;160777;160777;5546;5546;69993;188064;221925,52;223783
64697568;1359894;68363153;AMBULANTA KOŠIR d.o.o.;Podlubnik 307;Škofja Loka;4220;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;2;30.05.2019;281.403;277.292;24.467;18.705;88581,57;81927,8;237.060,26;222.882,86;44.342,75;54.409,42;259644;259644;213458;213458;19424;19424;17355;73421;168186,47;93341
23836920;8164843;69205488;Medicina dela Bea d.o.o.;Tržaška cesta 39;Postojna;6230;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Ni podatka o velikosti;5;DA;NE;NE;NE;2018;2;30.05.2019;414.789; -   ;14.428; -   ;98423,76;0;45.468,12;0;;;;ni podatkov;;;0;0;0;0;;
91896002;6475868;68988270;SAFTI? d.o.o.;Mala vas 32 B;Gorišnica;2272;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;218.126;211.570;4.689;15.658;37841,2;60922,34;175.286,97;168.895,10;42.839,34;42.675,09;203147;203147;198039;198039;14709;14709;27724;38068;248794,64;74095,79
45867143;3507696;68812979;MEDICINA MLINAR d.o.o.;Srebrni?eva ulica 31;Deskle;5210;5;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2;DA;NE;NE;NE;2018;1;30.05.2019;234.699;241.316;367.973;352.110;427126,98;469311,52;191.978,58;225.453,22;42.720,84;15.862,61;255490;255490;223200;223200;326909;326909;275595;434471;7583499;7612108
59791969;6916945;69092445;KALAMED d.o.o;Prešernova cesta 9 A;Velenje;3320;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;219.829;209.132;6.254;3.184;38809,82;41795,78;177.922,39;167.394,36;41.906,36;41.737,83;148531;148531;0;0;73;73;-671;160597;197943,72;199299
94583099;6031030;68957854;AMBULANTA TOMINC, d.o.o.;Pot v toplice 9;Ptuj;2250;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;269.754;246.552;14.541;7.898;53671,22;45366,54;227.942,71;223.495,85;41.811,75;23.055,67;246596;246596;241451;241451;13093;13093;12101;13090;71183,98;54675
81154887;3669718;68287473;DOM ELIZABETA, LUCIJAN FICKO s.p.;Sveti Jurij 7 B;Rogašovci;9262;9;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.14100;Mikro enote;8;DA;NE;NE;NE;2018;5;30.05.2019;307.988;290.825;2.044;-6.987;500813;257356,81;266.310,23;253.239,26;41.677,78;37.585,28;289199;289199;260480;260480;20693;20693;-11370;984;65567,72;58794
20409222;2284898;68955894;MARDENS d.o.o.;Ilaunigova ulica 15;Lenart v Slovenskih goricah;2230;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;133.735;134.097;14.168;13.627;39664,1;41366,2;77.011,67;77.352,48;56.723,10;56.744,75;131178;131178;119856;119856;12904;12904;9098;26183;135857,55;103029
77777638;6177689;68955370;ZOBOZDRAVSTVO LUKAN d.o.o.;Žolgarjeva ulica 7;Maribor;2000;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;156.483;150.658;12.729;12.056;37124,45;38790,4;48.719,15;45.798,40;107.763,53;104.859,21;146822;146822;196310;196310;11488;11488;11118;499964;905828,78;757412,35
93039484;2240718;68177971;MEDIM d.o.o.;Rete?e 154;Škofja Loka;4220;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;1;30.05.2019;296.466;294.683;23.742;231.794;86220,8;266131,43;257.224,63;246.255,16;39.241,55;48.428,13;295809;295809;246926;246926;180925;180925;151854;-833;22511,62;23050
33634602;6568335;69008585;HEPI-DENT d.o.o.;Cesta 19. oktobra 57;Stari trg pri Ložu;1386;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;199.626;165.612;11.407;10.459;114551,62;46219,14;45.821,29;32.937,45;153.804,58;132.674,46;179734;179734;171662;171662;10553;10553;25652;48492;107481,84;124731
68638035;6552994;69041585;CLARUS DENTAL IN PARTNERJI d.o.o.;Šmartinska cesta 152;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;9;DA;NE;NE;NE;2018;2;30.05.2019;1.003.060;831.810;10.854;24.246;394486,05;320761,69;0;396;1.003.060,02;831.413,88;675659;675659;389049;389049;-19633;-19633;12948;81732;102437,79;118289
86161245;6619789;69032328;DOKTOR M d.o.o.;Spodnje Negonje 16 C;Rogaška Slatina;3250;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;189.316;181.796;124.369;95.104;316614,61;320136,25;152.666,04;151.730,73;36.649,68;30.064,84;180127;180127;180201;180201;69464;69464;38068;0;7043,85;0
13517694;6147224;68957230;AMBULANTA MRŠNIK, d.o.o.;Destrnik 9;Destrnik;2253;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;183.863;167.950;-8.506;-8.872;15157,07;11271,22;147.272,82;138.648,01;36.589,70;29.301,59;171273;171273;132460;132460;-6859;-6859;-8435;29305;94091,77;102280
58306340;5773504;22033584;SINOPSIS d.o.o.;Gorenjska ulica 37;Bled;4260;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;232.594;190.367;40.885;33.318;122186,12;115500,84;196.456,82;154.086,06;36.137,29;36.280,73;190433;190433;197138;197138;41237;41237;39201;247858;300579,56;276356
12602540;1926756;68025999;ZDRAVJE d.o.o.;Ulica padlih borcev 22;Prestranek;6258;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;166.315;152.463;48.151;41.694;82318,13;71666,19;130.209,37;120.530,08;36.105,55;31.933,08;124225;124225;109586;109586;33756;33756;24238;70595;73723,08;68995,68
60910275;6343538;68989703;MEDICINA ILJAŽ d.o.o.;Bizeljska cesta 104;Bizeljsko;8259;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;239.683;262.477;71.891;59.661;259850,91;223046,11;203.633,84;228.566,08;36.049,13;33.911,14;233735;233735;231318;231318;51186;51186;53772;0;198123,92;0
92241883;6334563;68969819;MEDICA PRIMA, d.o.o.;Na trati 2;Maribor;2000;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;201.716;186.286;18.457;17.881;62700,63;59359,79;165.755,57;152.259,06;35.960,76;34.027,22;186993;186993;185306;185306;17383;17383;17135;43871;129895,64;122685
21152586;2118815;68109750;AL-MEDICO d.o.o.;Dunajska cesta 49;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;176.026;166.236;10.557;1.058;102951,06;114474,02;123.665,72;117.412,11;52.360,68;48.823,87;156050;156050;150434;150434;1756;1756;14854;75554;126937,8;131832
95085025;5415187;22033424;BRAN?URNIK DENT d.o.o.;Pri Bran?urniku 10;Prevalje;2391;2;Q86.230;Zobozdravstvena dejavnost;9;S.11003;Majhne enote;15;NE;DA;NE;NE;2018;1;30.05.2019;900.444;1.106.188;10.169;42.616;927785,63;1068139,71;46.085,75;47.722,55;854.358,11;1.058.465,25;1024845;1024845;1122944;1122944;13661;13661;35607;25178;53251,57;58552,07
45721050;2257513;68710460;OBRADOVI? ZDRAVSTVO d.o.o.;Cankarjeva ulica 3 A;Krško;8270;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;317.193;284.727;70.581;58.815;108531,54;93422,41;282.855,87;252.672,80;34.336,94;32.054,46;245088;245088;214365;214365;57294;57294;40951;53214;84255,78;86801,86
90092112;3295494;;K & A d.o.o.;Mlakarjeva ulica 76;Šen?ur;4208;4;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;7;DA;NE;NE;NE;2018;6;30.05.2019;255.445;260.839;-913;-4.774;66911,5;66947,38;222.330,52;292.467,44;33.114,20;-31.628,53;287588;287588;299724;299724;3035;3035;1224;72851;115053,1;100583
42619807;6595332;69036694;ZASEBNA SPLOŠNA AMBULANTA ALEŠ BLAZNIK, DR.MED. d.o.o.;Ob Koprivnici 81;Celje;3000;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;217.815;204.059;102.125;40.157;136725,72;67089,19;184.964,59;174.994,60;32.850,07;29.064,62;197782;197782;192485;192485;24525;24525;21639;0;98725,69;103564
45618488;2211823;68152499;AMBULANTA DEMŠAR d.o.o.;Visoko pri Poljanah 5;Škofja Loka;4220;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;235.328;273.140;135.897;111.699;176533,19;143472,83;203.151,03;235.727,21;32.177,04;37.413,24;239314;239314;224955;224955;84609;84609;56606;63151;1166170,32;1066739
21441669;1689789;68004797;NIS d.o.o.;Tržaška cesta 133;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;451.106;402.132;204.275;169.863;398125,63;410973,39;420.098,25;339.919,93;31.008,17;62.212,13;351528;351528;306055;306055;131465;131465;108785;184687;2774147;2565779
70393788;1357859;22033397;FEBRIS d.o.o.;Kolodvorska cesta 24;Pivka;6257;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;289.406;296.231;44.047;43.603;98840,22;104582,65;258.680,41;275.964,45;30.725,90;20.266,41;307448;307448;300064;300064;52538;52538;43871;23992;99387,24;91833
40806944;5718716;68055979;TRODENT d.o.o.;Peri?eva ulica 17;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2017;1;30.05.2019;432.461;446.462;9.849;4.804;500918,29;491711,69;6,04;21,03;432.455,36;446.440,99;523051;523051;555472;555472;22281;22281;4601;14854;110886,59;32711
71609962;6515720;68996975;AMBULANTA IGOR MIHAJLOVI?, d.o.o.;Partizanska ulica 38;Radlje ob Dravi;2360;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;222.834;204.543;133.158;112.614;175350,38;178860,27;192.758,47;165.848,11;30.075,07;38.694,76;177889;177889;130053;130053;91979;91979;73421;455019;4019889,1;3833410,16
17404703;1197274;22033736;P & TH, d.o.o.;Kopališka cesta 7;Radovljica;4240;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;180.350;173.012;19.717;20.444;78118,25;90508,01;152.448,05;144.689,00;27.902,23;28.323,49;175029;175029;187891;187891;26090;26090;29305;28141;46181;47533
20039794;6713670;69055413;IMŠ d.o.o.;Cesta na Poljane 24;Ljubljana - Šentvid;1210;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;7;DA;NE;NE;NE;2018;2;30.05.2019;477.069;310.017;9.035;30.437;119736,45;130397,13;91.021,66;11.696,80;386.047,54;298.320,24;202508;202508;125906;125906;3469;3469;3962;21207;73675,05;70613
57857628;6100066;68962359;ECHINACEA, d.o.o.;Male?nik 14;Male?nik;2229;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;129.054;127.095;40.565;38.321;56573,77;59051,3;102.492,75;102.485,50;26.560,84;24.609,85;123795;123795;129226;129226;27296;27296;16660;9461;164118,31;157658
64870928;6103022;68939820;MENS MAIOR, d.o.o.;Lackova cesta 269;Limbuš;2341;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2;DA;NE;NE;NE;2018;2;30.05.2019;154.757;114.704;5.440;4.659;25276,56;20316,82;129.120,07;101.619,32;25.637,41;13.084,43;120005;120005;120452;120452;3921;3921;3529;115112;155968,06;134425,53
66093643;6466613;68988619;AMBULANTA POLJ?ANE d.o.o.;Bistriška cesta 62;Polj?ane;2319;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;185.759;172.290;37.333;31.487;59957,59;53656,04;160.530,54;147.946,14;25.228,94;24.344,23;170774;170774;171961;171961;24056;24056;16303;38381;91147,33;88751
71880577;6129838;68939691;AS.MED d.o.o.;Kocljeva ulica 10;Murska Sobota;9000;9;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;189.365;179.546;124.282;105.541;202694,34;178137,17;165.513,54;140.271,56;23.851,44;39.274,91;174250;174250;157629;157629;91476;91476;87795;77737;2318960,08;1155908,21
56825684;3554104;69093165;VITOMIR RAVNIKAR S.P.;Grajska cesta 27;Gornja Radgona;9250;9;Q86.901;Alternativne oblike zdravljenja;1;S.14100;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;191.548;195.056;8.197;5.889;111966,7;123583,73;4.015,16;3.536,10;187.532,98;191.519,79;186362;186362;167287;167287;8956;8956;5677;86250;308949,14;313476
24732087;3638359;68841159;KOPRIVEC d.o.o.;Podreber 12 C;Polhov Gradec;1355;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;199.255;231.338;79.603;72.659;235087,96;258317,28;177.122,69;208.996,67;22.132,46;22.340,95;220033;220033;182720;182720;53089;53089;37239;7419;73875,2;78035,92
48260312;5857341;45000079;CORONA DENTIS d.o.o.;Pesnica pri Mariboru 42 C;Pesnica pri Mariboru;2211;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;9;DA;NE;NE;NE;2018;1;30.05.2019;478.418;380.337;7.614;4.657;282358,2;293818,58;53.421,77;47.946,61;424.996,54;332.390,16;357275;357275;272126;272126;6614;6614;5033;290232;363538,6;365718
46933689;6611737;69031120;DRUŽINSKA MEDICINA LON?AR, d.o.o.;Lastine 17;Rogaška Slatina;3250;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;2;30.05.2019;249.296;241.710;54.674;43.438;102009,38;91487,23;228.215,61;236.728,28;21.080,21;4.982,15;253484;253484;238754;238754;36867;36867;22493;1214926;2014430,03;1685584,54
17182506;6471706;68987400;DRUŽINSKA MEDICINA ŽAGAR, d.o.o.;Jur?i?eva ulica 32;Žužemberk;8360;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;235.382;210.977;138.123;117.099;163085,81;136277,71;216.125,84;207.113,80;19.256,02;3.862,91;223787;223787;183285;183285;98369;98369;63103;53840;1615760;1566939
92378838;6474730;68987245;AMBULANTA STRAŽA, d.o.o.;Ulica talcev 17;Straža;8351;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;2;30.05.2019;376.031;356.355;3.993;24.820;58297,26;78771,06;359.517,01;378.254,08;16.513,53;-21.899,52;300743;300743;293212;293212;10546;10546;27327;87795;166703,78;141808
60489332;5050243;45021975;Svetovalni center, Ljubljana;Gotska ulica 18;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.13133;Velikost RS se ne izra?unava;31;NE;NE;DA;NE;2018;1;30.05.2019;1.313.095;1.293.675;6.167;2.722;510932;526881;1.300.461,73;1.220.065,46;12.633,27;73.609,54;1171529;1171529;1178940;1178940;235;235;56073;64987;101501,49;94657,97
34038990;2229579;68170962;DISPANZER ZA OTROKE IN MLADOSTNIKE d.o.o.;Prešernova ulica 6;Žalec;3310;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;383.167;426.784;5.816;38.510;49858,88;83904,39;395.512,85;385.467,50;-12.346,04;41.316,06;420759;420759;414564;414564;33606;33606;29349;35528;65832,7;76471
30127700;1511165;;ALQMA d.o.o.;Ulica bratov Gerjovi?ev 57;Dobova;8257;8;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;6;30.05.2019;124.969;131.302;37.933;35.473;196084,53;194976,84;111.082,01;115.871,48;13.887,35;15.430,65;108740;108740;99813;99813;31288;31288;29049;95090;121916,82;113965,11
11725010;6554903;68995085;BLIMED d.o.o.;Podvrh 24;Mozirje;3330;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;182.023;171.668;25.696;8.601;60968,91;32236,48;168.334,40;144.544,32;13.688,90;27.123,40;169001;169001;176975;176975;13573;13573;12243;115980;290357,82;267889
49173090;6157718;;ALERGIK d.o.o.;Zdraviliški trg 23;Rogaška Slatina;3250;3;Q86.901;Alternativne oblike zdravljenja;1;S.11002;Mikro enote;2;DA;NE;NE;NE;2018;6;30.05.2019;123.976;106.554;5.121;3.400;31065,92;33552,93;0;0;123.976,43;106.554,12;75045;75045;112318;112318;2504;2504;900;0;47948,97;0
21339635;5345545;68133541;MEDICO DR. SENTO?NIK d.o.o.;Lev?eva ulica 11;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;371.141;400.544;4.595;5.695;735408,1;808049,89;134.468,60;151.865,16;236.672,89;248.678,67;434171;434171;445600;445600;29491;29491;22317;0;30853,38;0
88712524;6256180;68956885;MAJOMA, d.o.o.;Betettova ulica 11;Maribor;2000;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;2;DA;NE;NE;NE;2018;2;30.05.2019;153.502;150.318;3.134;610;26518,42;26531,42;49.869,23;51.914,63;103.633,23;98.403,60;152675;152675;148761;148761;1260;1260;496;9542;64960,8;38092,11
58710655;6112749;68951764;MEDICINSKE STORITVE A MEDICA, d.o.o.;Trstenjakova ulica 34;Murska Sobota;9000;9;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;197.364;196.731;85.987;74.791;122229,26;101413,05;188.534,99;192.095,94;8.829,44;4.635,00;199307;199307;164842;164842;60489;60489;41314;54413;583402,78;499905,25
68662408;1626191;22033776;STARDENT d.o.o.;Trg svobode 9;Žiri;4226;4;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;197.505;201.227;2.516;2.550;18750,07;12572,71;65.342,88;52.721,43;132.162,52;148.505,68;193359;193359;181545;181545;2465;2465;3227;29554;124943,57;120252,95
78326940;6077153;68957052;AMBULANTA ZA VSE GENERACIJE, d.o.o.;Potr?eva cesta 15;Ptuj;2250;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;244.221;222.585;2.080;9.495;34747,19;45330,22;228.746,40;201.871,66;15.474,63;20.713,22;211964;211964;196991;196991;8844;8844;8849;0;60886,36;0
97097411;7116489;69118398;AMBULANTA POLHEK d.o.o.;Prapro?e 3;Polhov Gradec;1355;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;2;DA;NE;NE;NE;2018;2;30.05.2019;192.650;152.962;-136;-16.082;49774,95;28764,93;187.897,50;140.325,66;4.752,43;12.635,98;43827;43827;0;0;-13939;-13939;0;204890;380241,49;393954
23127295;5868700;45025302;BIVEAL - Pirjevec in Sabadin, d.n.o. Koper;Beblerjeva ulica 2 B;Koper - Capodistria;6000;6;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;141.752;137.739;11.815;31.577;42242,5;40725,76;141.755,59;133.762,86;-3,77;3.975,74;135011;135011;135189;135189;25289;25289;24128;41378;115130,22;127434
31885594;5753953;45025417;MERI-IMPEX d.o.o.;Livarska ulica 5;Kamnik;1241;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;13;NE;DA;NE;NE;2018;1;30.05.2019;665.512;677.174;41.895;95.165;463121,08;441227,71;666.882,16;681.269,03;-1.370,14;-4.095,32;627151;627151;544710;544710;72580;72580;67351;159619;346517,63;326100,07
15240509;6396518;68996403;SEPIA d.o.o.;Tivolska cesta 50;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;2;30.05.2019;162.095;156.918;1.973;1.285;17732,78;27173,67;1.995,00;2.145,00;160.100,13;154.773,10;155488;155488;118012;118012;1281;1281;659;191328;289248,56;226260
83817344;2195453;68190693;ZOBOZDRAVSTVO MUC d.o.o.;Ulica na Pristavah 1;?rnomelj;8340;8;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;157.069;150.857;1.809;3.324;34995,5;38827,56;52.816,30;48.806,22;104.252,42;102.050,88;148668;148668;146068;146068;1078;1078;-833;59456;365483,24;358751
42206405;2139251;;B DENT d.o.o.;Krašnja 57 A;Lukovica;1225;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;9;DA;NE;NE;NE;2018;6;30.05.2019;361.474;361.860;1.467;16.581;192099,16;197916,88;43.599,64;25.597,96;317.874,30;336.262,29;322438;322438;293412;293412;9787;9787;327;95044;245956,69;241074
