;;;;;;;;;;;;;;;;;;;;;Izkaz poslovnega izida;;;Izkaz poslovnega izida;;;;Bilanca stanja;;Erar;;;;izkaz poslovnega izida;;;;izkaz poslovnega izida;;;;bilanca stanja;
43094325;5310790;46048200;ANDREJA LES s.p.;Zagrebška cesta 20;Brežice;8250;8;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
41709799;6115420;45976855;PRO - UTILIS, ANDREJKA GOLJA S.P.;Cankarjeva ulica 78;Nova Gorica;5000;5;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
43507450;3736270;45389099;NBP, BORUT PE?NIK S.P.;Ulica v Kokovšek 26;Ljubljana - ?rnu?e;1231;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
41845170;3404544;45391049;Jana Mezgolits s.p.;Osredek pri Dobrovi 26;Dobrova;1356;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
39242803;3831981;45484114;Matej Dolenc s.p.;Zgornje Bitnje 205 A;Žabnica;4209;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
43394680;6838073;68020922;Anita Palamar s.p.;Ciglerjeva ulica 3;Višnja Gora;1294;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
39370089;6019170;45559143;VESNA TOMŠI? S.P.;Gradaška ulica 8 B;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
43582265;3174522;68214935;CLAUDIA KNOLL S.P.;Spodnje Danje 20;Sorica;4229;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
41202660;6469108;46349137;Branka Vasi? s.p.;Železniška ulica 4;Lesce;4248;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
42197171;3342611;46303384;MIRNA, Maja Smrdu s.p.;Volari?eva ulica 22 A;Postojna;6230;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
43464050;8081239;45808500;Psihoterapija mag. Violeta Irgl, s. p.;Dvor 5 E;Ljubljana - Šentvid;1210;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
41355806;8120340;45612220;FiziA Alenka Jarc s.p.;Sokolska ulica 4;Novo mesto;8000;8;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Ni podatka o velikosti;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
41402740;3014363;45916254;TAISHA KAŠLIK TANJA S.P.;Dvo?akova ulica 8;Maribor;2000;2;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
39575101;3707016;45142202;MARIJAN KAPEL S.P.;?okova ulica 1;Portorož - Portorose;6320;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
42282063;3234037;68081095;LILIJA VARJA?I? RAJKO S.P.;Opekarska cesta 11;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
38322439;6085024;46374073;Jure Tušek s.p.;Tomši?eva ulica 4;Koper - Capodistria;6000;6;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
39702910;6520073;45242506;Prim. mag. Šegota Nikša, dr. med., s.p.;Prekorje 53;Škofja vas;3211;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
38460076;3020959;69184949;DRAGICA HRIBAR S.P.;Radohova vas 4;Šentvid pri Sti?ni;1296;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
40418847;7018525;45568444;Katarina Živec, s.p.;Trnovski pristan 6;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
39944620;3051765;45193784;PETRA ŽIST, s.p.;Cesta I 3;Velenje;3320;3;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45604975;6252028;68064992;TINA MORGAN S.P.;Gorenjesavska cesta 13;Kranj;4000;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46150447;8313032;46416997;GIBALEN, ALEN ŽI?KAR s.p.;Boštanj 39 A;Boštanj;8294;8;Q86.909;Druge zdravstvene dejavnosti;;S.14100;/;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44281552;6285627;46116991;PRIMOŽ TRŠINAR S.P.;Brdnikova ulica 23 C;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45740640;3821218;45657858;Jarabek Gordana s.p.;Gradnikova ulica 1;Brežice;8250;8;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46267743;3224708;68149241;VITUS TADEJ RUPNIK S.P.;Študentovska ulica 40;Idrija;5280;5;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44363559;7051603;46033485;Marijan Gašpari? s.p.;Pot na Fužine 19;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
48557064;2018268;46063362;IVAN ŽEBELJAN S.P.;Prešernova ulica 30;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44437315;6253601;45190370;CUTIS SANA, DERMATOLOGIJA, JANJA ŠMID, s.p.;Spodnje Negonje 24;Rogaška Slatina;3250;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44454970;6567401;68065930;Gregor Blaži? s.p.;Glavni trg 4;Maribor;2000;2;Q86.230;Zobozdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
47222263;3184706;46372956;TOMISLAV MIRKOVI? S.P.;Rimska cesta 14 F;Log pri Brezovici;1358;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46412387;1817078;45845002;JAMAL NAJI S.P.;Ulica Jelen?evih 73 A;Limbuš;2341;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44485409;6347118;46342864;Matej Voglar, s.p.;Kajuhova ulica 34;Izola - Isola;6310;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44498381;6121942;46371651;MEDICON, Alenka Šinkovec s.p.;Jakopi?eva ulica 1;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
47305886;6388302;45082227;Alenka Smukavec s.p.;Britof 107;Kranj;4000;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
48697958;6254144;46290526;Tjaša Godeša s.p.;Tržaška cesta 96 A;Logatec;1370;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46457976;5034759;45350148;TE DE MA TER?ELJ DEKLEVA MATEJA S.P.;Bernikova ulica 14;Domžale;1230;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44578555;7220278;45981856;Barbara Boštic s.p.;Spodnje Gameljne 128;Ljubljana - Šmartno;1211;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
47396245;3426254;46416197;Irena Germ s.p.;Janeži?eva cesta 23;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46591087;8043876;68737461;FIZIOTERAPIJA ZVONKA CERJANEC S.P.;Krupa 9;Semi?;8333;8;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44850760;2068001;46180120;ALENKA GRAD S.P.;Cesta II. grupe odredov 63;Ljubljana - Dobrunje;1261;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46818642;1870408;45106317;MAGDALA, Rosanda Marija Meško s.p.;Bobrova ulica 5;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44983344;8020949;45941671;Robert Blumauer, s.p.;Javorškova ulica 2;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45008574;3927610;46116548;Vesna Tlaker s.p.;Metelkova ulica 11;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
48866547;3746208;45060570;MARTIN RAKUŠA S.P.;Focheva ulica 25;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
48892289;3169553;45228794;RAJKO KANDARE S.P.;Savinjska ulica 29;Šempeter v Savinjski dolini;3311;3;Q86.100;Bolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
48903639;3459080;46355382;TRADENT, Zala Duler Tratnik s.p.;Preški Vrh 50;Kotlje;2394;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
48913685;7169744;45114233;Irena Stubelj Marini? s.p.;Pod Škabrijelom 11;Nova Gorica;5000;5;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46893679;7088965;45740989;VIA MEDIA Bojan Mohar s.p.;Rojska cesta 18 D;Domžale;1230;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45072957;8043230;45183049;Liljana Cokan s.p.;Ljubljanska cesta 33;Celje;3000;3;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45073473;3897800;46076111;VANESA NAPRET S.P.;Ulica Nika Šturma 12 A;Sežana;6210;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
47809213;8116695;46316260;Stjepan Pintari? s.p.;Potr?eva cesta 33;Ptuj;2250;2;Q86.230;Zobozdravstvena dejavnost;;S.14100;Ni podatka o velikosti;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
47857145;6763995;45035025;FIZIOPRO, TOMAŽ ZAMRNIK S.P.;Konovska cesta 6;Velenje;3320;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
49291220;3924653;46295188;Urška Adam s.p.;Bile?anska ulica 2;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
49303503;6231543;45540370;SU-MER, Suzana Mer?nik s.p.;Obrat 2 A;Benedikt;2234;2;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
43814824;6323618;46242281;Andrej Valek s.p.;Povharska ulica 9;Orehova vas;2312;2;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45228329;6718531;46078959;Katarina Možina s.p.;Vrhovci, cesta XVII 38;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45323356;3495663;45794170;KATARINA LUCIJA GLAS s.p.;Slamnikarska cesta 3 B;Domžale;1230;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45363331;8014833;45514623;ALENKA DIJAK S.P.;Cankarjeva ulica 30;Nova Gorica;5000;5;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45921245;1010131;45986045;KOZMETI?NI SALON BARBI BARBARA SAJNKAR S.P.;Ulica bratov U?akar 52;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44026757;6121055;46137462;JULIJANA LESNIK DR.MED. S.P.;Stanetova ulica 19;Celje;3000;3;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44036345;3017567;45052549;ZVEZDANA BIGEC ZAVIŠEK S.P.;Peruzzijeva ulica 22;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45477116;3604306;46164013;N-DENT PETRA NAHTIGAL S.P;Rimska cesta 16 C;Log pri Brezovici;1358;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44099649;3842371;45153120;Gorazd Bunc s.p.;Kumen 16;Lovrenc na Pohorju;2344;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45499152;6521118;46349335;Siniša Hotko s.p.;Cesta prvih borcev 9;Brežice;8250;8;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46033505;3775186;46198284;SAM-ART, Matjaž Šimonka, s.p.;Gibina 8 C;Razkrižje;9246;9;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
44157738;6646760;45150168;LJUDMILA SREBOT BREZIGAR S.P.;Velika Pirešica 4 B;Žalec;3310;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
51120755;6087299;45500712;ANDREJKA KOZLEV?AR s.p.;Krožna pot 23 B;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
52635562;3849813;46391529;Janez Vlaj, s.p.;Tomši?eva ulica 21;Murska Sobota;9000;9;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
52664546;3803007;45818549;Damijan Sever s.p.;?ufarjeva cesta 5;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
54106982;7095945;45046619;Saša Šuvak s.p.;Kranjska cesta 4;Radovljica;4240;4;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
50031848;3658902;46188606;FORTEKS, GAŠPER FORTUNA S.P.;Podre?a 108;Mav?i?e;4211;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
51936739;3384497;45475893;SIMON DEŽELAK S.P.;Lahomno 32;Laško;3270;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
50150570;3580890;68977186;Angelina Blaževska s.p.;Industrijska cesta 3 A;Radomlje;1235;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
52029280;3482723;46109260;ARTEST, Nina Suvorov s.p.;Streliška ulica 1;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
50278983;8047995;46340977;HIŠA OSTEOPATIJE, Nejc Miki? s.p.;Podmilš?akova ulica 24;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
52954366;6520138;68309553;DANIELA FIKET S.P.;Žabarjeva ulica 4;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
54320135;7108699;46273807;Špela Ko?ar s.p.;Preserska cesta 6;Radomlje;1235;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
53090861;3403700;46120827;NELI VINTAR S.P.;Vipavska ulica 18;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
52188752;6958273;45958986;KAPLJICE ZDRAVJA Katarina Gornik s.p.;Smolenja vas 6 B;Novo mesto;8000;8;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
52345424;6049869;45966881;Natalija Bilobrk s.p.;Cesta na Markovec 7;Koper - Capodistria;6000;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
53328493;3906639;45733898;Živa Arko, s.p.;Tomši?eva ulica 1;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
54517052;6000495;45640197;Luka Prodnik, s.p.;Kolodvorska ulica 18 A;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
52468445;6673872;45297648;Janez Müller s.p.;Lendavska ulica 6;Murska Sobota;9000;9;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
52481204;3979113;45848167;Darija Š?epanovi? s.p.;Vojkova cesta 24;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
54735874;3254593;46347545;DAVID BUT,S.P.;Ašker?eva ulica 24;Mozirje;3330;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
50802313;3312780;45317356;SLAVKO RISTI? S.P.;Ob Savinji 56;Polzela;3313;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
51218640;7997540;68844787;Suzana Justin s.p.;Smoldno 4;Poljane nad Škofjo Loko;4223;4;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
51251400;6536263;46074533;Marko Macura s.p.;Pot v Mlake 11;Ljubljana - ?rnu?e;1231;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
49500767;6011586;46292043;JELKA MIHAELA POTO?NIK S.P.;Gornje Vreme 3;Vremski Britof;6217;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
53551826;3604667;46171979;INTEGRATIV, Matjaž Košir s.p.;Žolgerjeva ulica 20;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
49613162;3111253;46325561;MILOŠ ŽUŽEK, DR. MED., S.P.;Kotnikova ulica 33;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
49635964;3595366;45694222;ISHA, Milena Vidmar s.p.;Likozarjeva ulica 3;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
53747305;6874606;46060299;Malek Andrej s.p.;Cafova ulica 1;Fram;2313;2;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
49673238;3259595;68264678;STUDIO PRINC, VALENTINA CIBER S.P.;Dolnji Vrh 11;Primskovo;1276;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
56490879;6121993;46300884;Sabina Gomba? s.p.;Fabianijeva ulica 45;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
56923856;3301532;46237662;EDVARD PIRNAT S.P.;Kotnikova ulica 36;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55318746;6436366;68960566;FIZIO DANILA, Danila Tominc, s.p.;Kunaverjeva ulica 9;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
59291010;3197786;45827747;ANDREJA COKAN VUJKOVAC,S.P.;Celjska cesta 3;Slovenj Gradec;2380;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55434509;6338682;45285572;TRISTAN INŽENIRING MARIN TADI? s.p.;Cesta Radomeljske ?ete 63;Radomlje;1235;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55469272;3970779;45369834;Roman Marjan Mali s.p.;Pilonova ulica 10;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58081291;3285901;45591297;DUŠANKA VIDOVI? S.P.;Ulica Jakoba Zupan?i?a 6 B;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
59541504;6386890;46267035;Katarina Galof s.p.;Škofjeloška cesta 26;Medvode;1215;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
